2011. január 1.,,,2011. január 1.,2011. január 1.,,,2011. január 1.,,2011. január 1.,,,,2011. január 1.,,,,,,,,,,,,
Helység,,,Megye megnevezése ,Kistérség ,,,Körjegyzőség,,Terület  (hektár),Lakó-népesség,Lakások száma,Becsült terület-adatokkal,Kisebbségi önkormányzat,,,,,,,,,,,,
megnevezése,KSH kódja,jogállása,,kódja,neve,székhelye,kódja,székhelye,,,,,bolgár  ,cigány  ,görög  ,horvát  ,lengyel  ,német  ,örmény  ,román  ,ruszin  ,szerb  ,szlovák  ,szlovén  ,ukrán  
Sopronhorpács,29090,község,Győr-Moson-Sopron,3805,Sopron-Fertődi,Sopron,4,Helyben,2069,809,327,,,,,1,,,,,,,,,
Sopronkövesd,25724,község,Győr-Moson-Sopron,3805,Sopron-Fertődi,Sopron,1,–,2680,1182,467,,,,,,,,,,,,,,
Sopronnémeti,02617,község,Győr-Moson-Sopron,3801,Csornai,Csorna,6,Farád,709,258,126,,,,,,,,,,,,,,
Sorkifalud,07171,község,Vas,4808,Szombathelyi,Szombathely,4,Helyben,1737,670,269,,,,,,,,,,,,,,
Sorkikápolna,27960,község,Vas,4808,Szombathelyi,Szombathely,4,Helyben,886,277,103,,,,,,,,,,,,,,
Sormás,06567,község,Zala,5004,Nagykanizsai,Nagykanizsa,1,–,1637,883,320,,,1,,,,,,,,,,,
Sorokpolány,29692,község,Vas,4808,Szombathelyi,Szombathely,6,Sorkikápolna,1329,855,284,,,1,,,,,,,,,,,
Sóshartyán,14881,község,Nógrád,4205,Salgótarjáni,Salgótarján,4,Helyben,1214,955,303,,,1,,,,,,,,,,,
Sóskút,06840,község,Pest,4310,Budaörsi,Budaörs,1,–,2767,3214,1133,,,,,,,,,,,,1,,
Sóstófalva,13268,község,Borsod-Abaúj-Zemplén,3509,Szerencsi,Szerencs,6,Alsódobsza,728,254,112,,,,,,,,,,,,,,
Sósvertike,31714,község,Baranya,3204,Sellyei,Sellye,6,Sellye,660,180,81,,,1,,1,,,,,,,,,
Sótony,22983,község,Vas,4806,Sárvári,Sárvár,6,Nyőgér,1493,614,287,,,,,,,,,,,,,,
Söjtör,19080,község,Zala,5005,Zalaegerszegi,Zalaegerszeg,4,Helyben,3616,1536,654,,,1,,,,,,,,,,,
Söpte,24800,község,Vas,4808,Szombathelyi,Szombathely,4,Helyben,1398,820,277,,,,,,,,,,,,,,
Söréd,02893,község,Fejér,3705,Móri,Mór,6,Csókakő,625,502,204,,,,,,,,,,,,,,
Sukoró,14951,község,Fejér,3704,Gárdonyi,Gárdony,1,–,1627,1237,459,,,,,,,,,,,,,,
Sumony,02547,község,Baranya,3209,Szentlőrinci,Szentlőrinc,6,Királyegyháza,2021,418,174,,,1,,,,,,,,,,,
Súr,31990,község,Komárom-Esztergom,4103,Kisbéri,Kisbér,1,–,3737,1230,517,,,,,,,,,,,,,,
Surd,02404,község,Zala,5004,Nagykanizsai,Nagykanizsa,4,Helyben,2194,635,247,,,,,,,,,,,,,,
Sükösd,21245,nagyközség,Bács-Kiskun,3301,Bajai,Baja,1,–,9418,3721,1553,,,1,,,,,,,,,,,
Sülysáp,21713,nagyközség,Pest,4306,Nagykátai,Nagykáta,1,–,4719,8244,2926,,,,,,,,,,,,,,
Sümeg,25593,város,Veszprém,4905,Sümegi,Sümeg,1,–,6413,6226,2546,,,1,,,,,,,,,,,
Sümegcsehi,21397,község,Zala,5006,Zalaszentgróti,Zalaszentgrót,4,Helyben,1744,620,247,,,,,,,,,,,,,,
Sümegprága,05388,község,Veszprém,4905,Sümegi,Sümeg,4,Helyben,579,618,248,,,,,,,,,,,,,,
Süttő,08688,község,Komárom-Esztergom,4102,Esztergomi,Esztergom,1,–,3436,2002,794,,,,,,,,,,1,,,,
Szabadbattyán,28705,nagyközség,Fejér,3707,Székesfehérvári,Székesfehérvár,1,–,3366,4557,1565,,,,,,,,,,,,,,
Szabadegyháza,13259,község,Fejér,3709,Adonyi,Adony,1,–,4164,2176,791,,,,,,,,,,,,,,
Szabadhídvég,18740,község,Fejér,3703,Enyingi,Enying,6,Mezőkomárom,4410,838,409,,,,,,,,,,,,,,
Szabadi,14854,község,Somogy,4404,Kaposvári,Kaposvár,6,Nagyberki,823,287,128,,,1,,,,,,,,,,,
Szabadkígyós,31325,község,Békés,3401,Békéscsabai,Békéscsaba,1,–,4556,2768,1094,,,,,,,,,,,,1,,
Szabadszállás,25061,város,Bács-Kiskun,3309,Kunszentmiklósi,Kunszentmiklós,1,–,16462,6013,3082,,,1,,,,,,,,,,,
Szabadszentkirály,15079,község,Baranya,3209,Szentlőrinci,Szentlőrinc,4,Helyben,1269,804,299,,,1,,,,,,,,,,,
Szabás,28574,község,Somogy,4407,Nagyatádi,Nagyatád,6,Nagykorpád,1811,662,196,,,1,,,,,,,,,,,
Szabolcs,19169,község,Szabolcs-Szatmár-Bereg,4509,Tiszavasvári,Tiszavasvári,6,Balsa,588,396,202,,,,,,,,,,,,,,
Szabolcsbáka,22053,község,Szabolcs-Szatmár-Bereg,4504,Kisvárdai,Kisvárda,1,–,1984,1155,467,,,1,,,,,,,,,,,
Szabolcsveresmart,03586,község,Szabolcs-Szatmár-Bereg,4504,Kisvárdai,Kisvárda,1,–,2295,1675,578,,,1,,,,,,,,,,,
Szada,21458,község,Pest,4304,Gödöllői,Gödöllő,1,–,1672,4519,1790,,,,,,,,,,,,,,
Szágy,27508,község,Baranya,3203,Sásdi,Sásd,6,Tormás,940,139,62,,,1,,,,1,,,,,,,
Szajk,08475,község,Baranya,3202,Mohácsi,Mohács,6,Bóly,1136,859,321,,,,,1,,1,,,,,,,
Szajla,16063,község,Heves,4006,Pétervásárai,Pétervására,1,–,870,637,275,,,1,,,,,,,,,,,
Szajol,05874,község,Jász-Nagykun-Szolnok,4604,Szolnoki,Szolnok,1,–,3697,3795,1555,,,,,,,,,,,,,,
Szakácsi,32258,község,Borsod-Abaúj-Zemplén,3502,Edelényi,Edelény,6,Lak,862,137,82,,,1,,,,,,,,,,,
Szakadát,15316,község,Tolna,4705,Tamási,Tamási,4,Helyben,1070,248,146,,,,,,,1,,,,,,,
Szakáld,03805,község,Borsod-Abaúj-Zemplén,3511,Tiszaújvárosi,Tiszaújváros,1,–,1140,531,227,,,,,,,,,,,,,,
Szakály,04464,község,Tolna,4705,Tamási,Tamási,4,Helyben,4101,1505,627,,,1,,,,,,,,,,,
Szakcs,10083,község,Tolna,4702,Dombóvári,Dombóvár,4,Helyben,5579,886,488,,,1,,,,,,,,,,,
Szakmár,19530,község,Bács-Kiskun,3303,Kalocsai,Kalocsa,4,Helyben,7464,1139,618,,,,,,,,,,,,,,
Szaknyér,16504,község,Vas,4805,Őriszentpéteri,Őriszentpéter,6,Hegyhátszentjakab,293,57,40,,,,,,,,,,,,,,
Szakoly,04774,község,Szabolcs-Szatmár-Bereg,4506,Nagykállói,Nagykálló,1,–,4144,2750,1029,,,1,,,,,,,,,,,
Szakony,11369,község,Győr-Moson-Sopron,3805,Sopron-Fertődi,Sopron,4,Helyben,1350,424,240,,,1,,,,,,,,,,,
Szakonyfalu,20932,község,Vas,4807,Szentgotthárdi,Szentgotthárd,6,Alsószölnök,1119,352,139,,,1,,,,,,,,,,1,
Szákszend,33516,község,Komárom-Esztergom,4105,Oroszlányi,Oroszlány,1,–,3593,1503,649,,,,,,,,,,,,,,
Szalafő,10223,község,Vas,4805,Őriszentpéteri,Őriszentpéter,6,Őriszentpéter,2737,208,149,,,,,,,,,,,,,,
Szalánta,22257,község,Baranya,3207,Pécsi,Pécs,4,Helyben,1708,1216,421,,,1,,1,,,,,,,,,
Szalapa,20543,község,Zala,5006,Zalaszentgróti,Zalaszentgrót,6,Óhíd,452,199,93,,,,,,,,,,,,,,
Szalaszend,31015,község,Borsod-Abaúj-Zemplén,3503,Encsi,Encs,1,–,1826,1108,382,,,1,,,,,,,,,,,
Szalatnak,09007,község,Baranya,3201,Komlói,Komló,6,Alsómocsolád,1028,343,171,,,1,,,,1,,,,,,,
Szálka,14711,község,Tolna,4704,Szekszárdi,Szekszárd,6,Szekszárd,1708,597,261,,,,,,,1,,,,,,,
Szalkszentmárton,19947,község,Bács-Kiskun,3309,Kunszentmiklósi,Kunszentmiklós,1,–,8208,2879,1279,,,1,,,,,,,,,,,
Szalmatercs,19798,község,Nógrád,4205,Salgótarjáni,Salgótarján,6,Endrefalva,758,490,194,,,1,,,,,,,,,,,
Szalonna,16753,község,Borsod-Abaúj-Zemplén,3502,Edelényi,Edelény,4,Helyben,2008,1027,366,,,1,,,1,,,1,1,,,,
Szamosangyalos,18005,község,Szabolcs-Szatmár-Bereg,4502,Csengeri,Csenger,6,Pátyod,804,494,204,,,1,,,,,,,,,,,
Szamosbecs,22017,község,Szabolcs-Szatmár-Bereg,4502,Csengeri,Csenger,6,Csengersima,671,355,167,,,1,,,,,,,,,,,
Szamoskér,16300,község,Szabolcs-Szatmár-Bereg,4505,Mátészalkai,Mátészalka,6,Szamosszeg,971,409,191,,,1,,,,,,,,,,,
Szamossályi,10436,község,Szabolcs-Szatmár-Bereg,4503,Fehérgyarmati,Fehérgyarmat,4,Helyben,1157,660,343,,,,,,,,,,,,,,
Szamostatárfalva,30085,község,Szabolcs-Szatmár-Bereg,4502,Csengeri,Csenger,6,Csenger,450,318,132,,,1,,,,,,,,,,,
Szamosújlak,31273,község,Szabolcs-Szatmár-Bereg,4503,Fehérgyarmati,Fehérgyarmat,6,Cégénydányád,527,399,197,,,,,,,,,,,,,,
Szamosszeg,13046,község,Szabolcs-Szatmár-Bereg,4505,Mátészalkai,Mátészalka,4,Helyben,3530,1807,734,,,1,,,,,,,,,,,
Szanda,13754,község,Nógrád,4201,Balassagyarmati,Balassagyarmat,6,Buják,2149,605,420,,,1,,,,,,,,,,,
Szank,11794,község,Bács-Kiskun,3308,Kiskunmajsai,Kiskunmajsa,1,–,7483,2408,1168,,,1,,,,,,,,,,,
Szántód,34236,község,Somogy,4410,Balatonföldvári,Balatonföldvár,6,Balatonföldvár,791,378,272,,,,,,,,,,,,,,
Szany,08536,nagyközség,Győr-Moson-Sopron,3801,Csornai,Csorna,3,Helyben,3413,2064,1001,,,1,,,,,,,,,,,
Szápár,16489,község,Veszprém,4909,Zirci,Zirc,6,Csetény,709,498,198,,,,,,,,,,,,1,,
Szaporca,34032,község,Baranya,3205,Siklósi,Siklós,6,Kémes,965,246,99,,,,,,,,,,,,,,
Szár,19549,község,Fejér,3701,Bicskei,Bicske,4,Helyben,2263,1651,589,,,,,,,1,,,,,,,
Szárász,07366,község,Baranya,3201,Komlói,Komló,6,Egyházaskozár,598,27,37,,,,,,,,,,,,,,
Szárazd,18263,község,Tolna,4705,Tamási,Tamási,6,Regöly,778,250,136,,,,,,,1,,,,,,,
Szárföld,15714,község,Győr-Moson-Sopron,3803,Kapuvár-Beledi,Kapuvár,1,–,1712,913,408,,,,,,,,,,,,,,
Szárliget,33491,község,Komárom-Esztergom,4107,Tatabányai,Tatabánya,1,–,1456,2273,822,,,,,,,,,,,,,,
Szarvas,23870,város,Békés,3405,Szarvasi,Szarvas,1,–,16157,17181,7549,,,1,,,,,,,,,1,,
Szarvasgede,10199,község,Nógrád,4203,Pásztói,Pásztó,6,Csécse,999,420,215,,,,,,,,,,,,,,
Szarvaskend,17729,község,Vas,4803,Körmendi,Körmend,4,Helyben,1034,216,126,,,,,,,,,,,,,,
Szarvaskő,03382,község,Heves,4001,Egri,Eger,6,Eger,1259,382,156,,,,,,,,,,,,,,
Szászberek,05777,község,Jász-Nagykun-Szolnok,4604,Szolnoki,Szolnok,1,–,3922,983,424,,,,,,,,,,,,,,
Szászfa,08147,község,Borsod-Abaúj-Zemplén,3503,Encsi,Encs,6,Gagyvendégi,1213,128,85,,,1,,,,,,,,,,,
Szászvár,33765,nagyközség,Baranya,3201,Komlói,Komló,3,Helyben,2117,2350,1037,,,1,,,,1,,,,,,,
Szatmárcseke,31237,község,Szabolcs-Szatmár-Bereg,4503,Fehérgyarmati,Fehérgyarmat,4,Helyben,3631,1377,604,,,1,,,,,,,,,,,
Szátok,15325,község,Nógrád,4204,Rétsági,Rétság,1,–,895,622,172,,,1,,,,,,,,,,,
Szatta,02440,község,Vas,4805,Őriszentpéteri,Őriszentpéter,6,Őriszentpéter,601,66,38,,,,,,,,,,,,,,
Szatymaz,12007,község,Csongrád,3606,Szegedi,Szeged,1,–,5372,4666,1943,,,,,,,,,,,,,,
Szava,31060,község,Baranya,3205,Siklósi,Siklós,6,Harkány,1264,331,128,,,1,,,,1,,,,,,,
Százhalombatta,17312,város,Pest,4316,Érdi,Érd,1,–,2806,18615,7292,,,,1,1,,,,1,,1,,,
Szebény,03018,község,Baranya,3202,Mohácsi,Mohács,6,Palotabozsok,1437,407,215,,,,,1,,1,,1,,,,,
Szécsénke,23047,község,Nógrád,4201,Balassagyarmati,Balassagyarmat,6,Nógrádkövesd,978,212,126,,,,,,,,,,,,,,
Szécsény,06628,város,Nógrád,4206,Szécsényi,Szécsény,3,Helyben,4583,5765,2540,,,1,,,,,,,,,,,
Szécsényfelfalu,33011,község,Nógrád,4206,Szécsényi,Szécsény,6,Endrefalva,822,451,227,,,1,,,,,,,,,,,
Szécsisziget,11554,község,Zala,5002,Lenti,Lenti,6,Lovászi,620,228,105,,,,,,,,,,,,,,
Szederkény,05607,község,Baranya,3202,Mohácsi,Mohács,4,Helyben,1433,1819,641,,,,,1,,1,,,,,,,
Szedres,16814,község,Tolna,4704,Szekszárdi,Szekszárd,1,–,4631,2308,804,,,1,,,,,,,,,,,
Szeged,33367,"megyeszékhely, megyei jogú város",Csongrád,3606,Szegedi,Szeged,1,–,28100,170285,77256,,1,1,1,1,1,1,1,1,,1,1,,1
Szegerdő,18607,község,Somogy,4406,Marcali,Marcali,6,Sávoly,546,221,107,,,,,,,,,,,,,,
Szeghalom,21883,város,Békés,3406,Szeghalomi,Szeghalom,1,–,21713,9142,3928,,,1,,,,,,,,,,,
Szegi,33817,község,Borsod-Abaúj-Zemplén,3515,Tokaji,Tokaj,6,Bodrogkisfalud,905,311,138,,,,,,,,,,,,,,
Szegilong,31510,község,Borsod-Abaúj-Zemplén,3515,Tokaji,Tokaj,6,Bodrogkisfalud,694,200,120,,,,,,,,,,,,,,
Szegvár,32489,nagyközség,Csongrád,3607,Szentesi,Szentes,3,Helyben,8622,4540,2099,,,1,,,,,,,,,,,
Székely,31088,község,Szabolcs-Szatmár-Bereg,4511,Ibrány-Nagyhalászi,Ibrány,1,–,1608,1065,364,,,1,,,,,,,,,,,
Székelyszabar,16771,község,Baranya,3202,Mohácsi,Mohács,6,Himesháza,1548,600,263,,,1,,,,1,,,,,,,
Székesfehérvár,14827,"megyeszékhely, megyei jogú város",Fejér,3707,Székesfehérvári,Székesfehérvár,1,–,17089,101943,43293,,,1,,,1,1,,,1,1,1,1,1
Székkutas,12265,község,Csongrád,3602,Hódmezővásárhelyi,Hódmezővásárhely,1,–,12399,2362,1081,,,,,,,,,,,,,,
Szekszárd,22761,"megyeszékhely, megyei jogú város",Tolna,4704,Szekszárdi,Szekszárd,3,Helyben,9628,33720,14977,,,1,,,,1,,,,,,,
Szeleste,33172,község,Vas,4806,Sárvári,Sárvár,4,Helyben,2075,691,277,,,,,,,,,,,,,,
Szelevény,20428,község,Jász-Nagykun-Szolnok,4603,Kunszentmártoni,Kunszentmárton,1,–,4539,1073,587,,,,,,,,,,,,,,
Szellő,16984,község,Baranya,3208,Pécsváradi,Pécsvárad,6,Erzsébet,596,142,75,,,,,,,,,,,,,,
Szemely,09308,község,Baranya,3207,Pécsi,Pécs,6,Kozármisleny,947,483,177,,,,,1,,,,,,,,,
Szemenye,27997,község,Vas,4809,Vasvári,Vasvár,6,Kám,1180,304,194,,,,,,,,,,,,,,
Szemere,09830,község,Borsod-Abaúj-Zemplén,3503,Encsi,Encs,1,–,2630,373,158,,,1,,,,,,,,,,,
Szendehely,04507,község,Nógrád,4204,Rétsági,Rétság,1,–,1004,1552,634,,,1,,,,1,,,,,,,
Szendrő,08077,város,Borsod-Abaúj-Zemplén,3502,Edelényi,Edelény,3,Helyben,5356,4119,1453,,,1,,,,1,,1,,,,,
Szendrőlád,27456,község,Borsod-Abaúj-Zemplén,3502,Edelényi,Edelény,1,–,1770,2022,440,,,1,,,,,,1,,,,,
Szenna,15103,község,Somogy,4411,Kadarkúti,Kadarkút,4,Helyben,2698,760,249,,,1,,,,,,,,,,,
Szenta,11509,község,Somogy,4402,Csurgói,Csurgó,6,Csurgó,6447,380,172,,,1,,,,,,,,,,,
Szentantalfa,03568,község,Veszprém,4903,Balatonfüredi,Balatonfüred,4,Helyben,661,417,126,,,,,,,,,,,,,,
Szentbalázs,25706,község,Somogy,4404,Kaposvári,Kaposvár,4,Helyben,1214,321,118,,,,,,,,,,,,,,
Szentbékkálla,07092,község,Veszprém,4906,Tapolcai,Tapolca,6,Köveskál,1070,185,105,,,,,,,,,,,,,,
Szentborbás,32841,község,Somogy,4401,Barcsi,Barcs,6,Lakócsa,747,136,64,,,1,,1,,,,,,,,,
Szentdénes,32009,község,Baranya,3206,Szigetvári,Szigetvár,6,Rózsafa,1215,320,134,,,1,,,,,,,,,,,
Szentdomonkos,13231,község,Heves,4006,Pétervásárai,Pétervására,6,Tarnalelesz,1840,450,222,,,1,,,,,,,,,,,
Szente,09043,község,Nógrád,4204,Rétsági,Rétság,6,Kétbodony,753,339,158,,,,,,,,,,,,,,
Szentegát,33613,község,Baranya,3206,Szigetvári,Szigetvár,6,Dencsháza,2778,420,179,,,1,,,,,,,,,,,
Szentendre,15440,város,Pest,4314,Szentendrei,Szentendre,1,–,4382,25963,9660,,,1,1,1,,,,1,,1,,,
Szentes,14456,város,Csongrád,3607,Szentesi,Szentes,3,Helyben,35325,28780,12860,,,1,1,,,,,,,,,,
Szentgál,07922,község,Veszprém,4908,Veszprémi,Veszprém,1,–,9501,2703,1013,,,1,,,,,,,,,,,
Szentgáloskér,12973,község,Somogy,4404,Kaposvári,Kaposvár,4,Helyben,2725,526,248,,,,,,,,,,,,,,
Szentgotthárd,31583,város,Vas,4807,Szentgotthárdi,Szentgotthárd,1,–,6773,8839,3356,,,1,,,,1,,,,,,1,
Szentgyörgyvár,23126,község,Zala,5001,Keszthelyi,Keszthely,6,Sármellék,1165,313,160,,,,,,,,,,,,,,
Szentgyörgyvölgy,18652,község,Zala,5002,Lenti,Lenti,6,Csesztreg,2958,425,245,,,,,,,,,,,,,,
Szentimrefalva,10065,község,Veszprém,4905,Sümegi,Sümeg,6,Csabrendek,1087,208,101,,,,,,,,,,,,,,
Szentistván,22169,nagyközség,Borsod-Abaúj-Zemplén,3505,Mezőkövesdi,Mezőkövesd,1,–,5122,2385,1141,,,1,,,,,,,,,,,
Szentistvánbaksa,08484,község,Borsod-Abaúj-Zemplén,3510,Szikszói,Szikszó,6,Hernádkércs,656,270,140,,,,,,,,,,,,,,
Szentjakabfa,11545,község,Veszprém,4903,Balatonfüredi,Balatonfüred,6,Szentantalfa,576,109,47,,,,,,,1,,,,,,,
Szentkatalin,09803,község,Baranya,3209,Szentlőrinci,Szentlőrinc,6,Hetvehely,1331,117,71,,,,,,,,,,,,,,
Szentkirály,21120,község,Bács-Kiskun,3304,Kecskeméti,Kecskemét,1,–,10189,1930,926,,,,,,,,,,,,,,
Szentkirályszabadja,16267,község,Veszprém,4902,Balatonalmádi,Balatonalmádi,1,–,2238,2037,685,,,1,,,,,,,,,,,
Szentkozmadombja,03124,község,Zala,5005,Zalaegerszegi,Zalaegerszeg,6,Zalatárnok,508,76,71,,,,,,,,,,,,,,
Szentlászló,16355,község,Baranya,3206,Szigetvári,Szigetvár,4,Helyben,1406,835,283,,,,,,,1,,,,,,,
Szentliszló,08615,község,Zala,5003,Letenyei,Letenye,6,Pusztamagyaród,689,299,142,,,,,,,,,,,,,,
Szentlőrinc,15866,város,Baranya,3209,Szentlőrinci,Szentlőrinc,3,Helyben,2781,6922,2542,,,1,,1,,1,,,,,,,
Szentlőrinckáta,07542,község,Pest,4306,Nagykátai,Nagykáta,1,–,2015,1919,835,,,,,,,,,,,,,,
Szentmargitfalva,14225,község,Zala,5003,Letenyei,Letenye,6,Csörnyeföld,312,88,73,,,,,,,,,,,,,,
Szentmártonkáta,28653,község,Pest,4306,Nagykátai,Nagykáta,1,–,5220,4937,1937,,,,,,,,,,,,,,
Szentpéterfa,21254,község,Vas,4808,Szombathelyi,Szombathely,1,–,3124,957,391,,,,,1,,,,,,,,,
Szentpéterfölde,30067,község,Zala,5002,Lenti,Lenti,6,Gutorfölde,1199,129,84,,,,,,,,,,,,,,
Szentpéterszeg,19099,község,Hajdú-Bihar,3902,Berettyóújfalui,Berettyóújfalu,4,Helyben,2551,1104,477,,,,,,,,,,,,,,
Szentpéterúr,11165,község,Zala,5008,Pacsai,Pacsa,1,–,1596,1048,441,,,1,,,,,,,,,,,
Szenyér,30146,község,Somogy,4406,Marcali,Marcali,6,Böhönye,2019,297,147,,,1,,,,,,,,,,,
Szepetnek,07700,község,Zala,5004,Nagykanizsai,Nagykanizsa,1,–,3039,1640,552,,,1,,1,,1,,,,,,,
Szerecseny,03887,község,Győr-Moson-Sopron,3806,Téti,Tét,6,Gyömöre,1239,797,376,,,,,,,,,,,,,,
Szeremle,28820,község,Bács-Kiskun,3301,Bajai,Baja,4,Helyben,3464,1432,628,,,1,,,,,,,,,,,
Szerencs,30739,város,Borsod-Abaúj-Zemplén,3509,Szerencsi,Szerencs,1,–,3668,9173,3874,,,1,,,,1,,,,,,,
Szerep,33437,község,Hajdú-Bihar,3907,Püspökladányi,Püspökladány,1,–,5604,1523,570,,,1,                                   ,,,,,,,,,,
Szergény,27793,község,Vas,4801,Celldömölki,Celldömölk,6,Kemenesmagasi,1561,329,170,,,,,,,,,,,,,,
Szigetbecse,26259,község,Pest,4307,Ráckevei,Ráckeve,1,–,1712,1358,517,,,1,,,,1,,,,,,,
Szigetcsép,07870,község,Pest,4307,Ráckevei,Ráckeve,1,–,1820,2320,922,,,,,,,1,,,,1,,,
Szigethalom,13277,város,Pest,4307,Ráckevei,Ráckeve,1,–,912,17221,5453,,1,,,,,,,,,,,,
Szigetmonostor,26213,község,Pest,4314,Szentendrei,Szentendre,1,–,2351,2248,712,,,,,,,,,,,,,,
Szigetszentmárton,15185,község,Pest,4307,Ráckevei,Ráckeve,1,–,1073,2140,864,,,,,,,1,,,,,,,
Szigetszentmiklós,28954,város,Pest,4307,Ráckevei,Ráckeve,1,–,4565,34331,11984,,1,1,,,,1,,,,,,,
Szigetújfalu,22114,község,Pest,4307,Ráckevei,Ráckeve,1,–,1083,2039,845,,,,,,,1,,,,,,,
Szigetvár,26578,város,Baranya,3206,Szigetvári,Szigetvár,3,Helyben,3951,10868,4329,,,1,,1,,1,,,,,,,
Szigliget,24891,község,Veszprém,4906,Tapolcai,Tapolca,4,Helyben,3426,817,445,,,,,,,,,,,,,,
Szihalom,11013,község,Heves,4003,Füzesabonyi,Füzesabony,1,–,3417,1961,978,,,,,,,,,,,,,,
Szijártóháza,26161,község,Zala,5002,Lenti,Lenti,6,Rédics,378,26,29,,,,,,,,,,,,,,
Szikszó,21351,város,Borsod-Abaúj-Zemplén,3510,Szikszói,Szikszó,1,–,3623,5395,2213,,,1,,,1,,,,1,,,,
Szil,19266,község,Győr-Moson-Sopron,3801,Csornai,Csorna,4,Helyben,3104,1202,632,,,1,,,,,,,,,,,
Szilágy,19831,község,Baranya,3208,Pécsváradi,Pécsvárad,6,Berkesd,1155,302,133,,,1,,,,1,,,,,,,
Szilaspogony,07959,község,Nógrád,4205,Salgótarjáni,Salgótarján,6,Cered,1440,318,177,,,1,,,,,,,,,,,
Szilsárkány,03364,község,Győr-Moson-Sopron,3801,Csornai,Csorna,4,Helyben,1669,670,309,,,,,,,,,,,,,,
Szilvágy,17853,község,Zala,5002,Lenti,Lenti,6,Zalabaksa,2427,205,99,,,,,,,,,,,,,,
Szilvás,24712,község,Baranya,3207,Pécsi,Pécs,6,Szalánta,604,169,57,,,1,,,,,,,,,,,
Szilvásvárad,05643,község,Heves,4007,Bélapátfalvai,Bélapátfalva,4,Helyben,3782,1675,745,,,,,,,,,,,,,,
Szilvásszentmárton,32461,község,Somogy,4411,Kadarkúti,Kadarkút,6,Szenna,708,198,70,,,1,,,,,,,,,,,
Szin,20871,község,Borsod-Abaúj-Zemplén,3502,Edelényi,Edelény,4,Helyben,1810,741,257,,,1,,,,,,,,,,,
Szinpetri,11493,község,Borsod-Abaúj-Zemplén,3502,Edelényi,Edelény,6,Szin,971,216,100,,,,,,,,,,,,,,
Szirák,21634,község,Nógrád,4203,Pásztói,Pásztó,1,–,1909,1115,458,,,1,,,,,,,,,,,
Szirmabesenyő,09496,nagyközség,Borsod-Abaúj-Zemplén,3501,Miskolci,Miskolc,1,–,1575,4419,1632,,,1,,,,,,,,,,,
Szob,24916,város,Pest,4308,Szobi,Szob,1,–,1797,2944,1109,,,,,,,,,,,,,,
Szokolya,06947,község,Pest,4309,Váci,Vác,6,Kismaros,5905,1792,693,,,,,,,,,,,,,,
Szólád,15194,község,Somogy,4410,Balatonföldvári,Balatonföldvár,6,Balatonföldvár,1998,552,299,,,,,,,,,,,,,,
Szolnok,27854,"megyeszékhely, megyei jogú város",Jász-Nagykun-Szolnok,4604,Szolnoki,Szolnok,1,–,18724,74544,34038,,,1,,,1,,,,,,,,
Szombathely,03009,"megyeszékhely, megyei jogú város",Vas,4808,Szombathelyi,Szombathely,1,–,9750,79590,34162,,,1,,1,,1,,,,,,1,
Szomód,22619,község,Komárom-Esztergom,4106,Tatai,Tata,4,Helyben,2835,2112,733,,,,,,,1,,,,,,,
Szomolya,18892,község,Borsod-Abaúj-Zemplén,3505,Mezőkövesdi,Mezőkövesd,1,–,2269,1572,708,,,1,,,,,,,,,,,
Szomor,21421,község,Komárom-Esztergom,4107,Tatabányai,Tatabánya,1,–,1319,1138,401,,,,,,,1,,,,,,,
Szorgalmatos,34388,község,Szabolcs-Szatmár-Bereg,4509,Tiszavasvári,Tiszavasvári,1,–,1038,1125,336,*,,,,,,,,,,,,,
Szorosad,05193,község,Somogy,4409,Tabi,Tab,6,Törökkoppány,648,90,59,,,,,,,,,,,,,,
Szőc,16692,község,Veszprém,4910,Ajkai,Ajka,1,–,755,442,108,,,,,,,,,,,,,,
Szőce,19521,község,Vas,4805,Őriszentpéteri,Őriszentpéter,4,Helyben,1871,360,215,,,,,,,,,,,,,,
Sződ,12690,község,Pest,4309,Váci,Vác,1,–,1577,3316,1165,,,,,,,,,,,,1,,
Sződliget,28866,község,Pest,4309,Váci,Vác,1,–,731,4595,1514,,,,,,,,,,,,,,
Szögliget,16179,község,Borsod-Abaúj-Zemplén,3502,Edelényi,Edelény,6,Perkupa,3474,607,396,,,,,,1,,,,,,,,
Szőke,22211,község,Baranya,3207,Pécsi,Pécs,6,Görcsöny,648,128,55,,,1,,,,,,,,,,,
Szőkéd,07694,község,Baranya,3207,Pécsi,Pécs,6,Kozármisleny,958,362,138,,,1,,1,,,,,,,,,
Szőkedencs,05810,község,Somogy,4406,Marcali,Marcali,6,Sávoly,1869,272,185,,,,,,,,,,,,,,
Szőlősardó,07889,község,Borsod-Abaúj-Zemplén,3502,Edelényi,Edelény,4,Helyben,1066,103,84,,,,,,,,,,,,,,
Szőlősgyörök,11101,község,Somogy,4405,Lengyeltóti,Lengyeltóti,1,–,1863,1214,490,,,,,,,,,,,,,,
Szörény,05528,község,Baranya,3206,Szigetvári,Szigetvár,6,Kétújfalu,441,67,33,,,,,,,,,,,,,,
Szúcs,13523,község,Heves,4007,Bélapátfalvai,Bélapátfalva,6,Egercsehi,849,416,158,,,1,,,,,,,,,,,
